file,bpm,mfccs_0,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,mfccs_13,mfccs_14,mfccs_15,mfccs_16,mfccs_17,mfccs_18,mfccs_19,mfccs_20,mfccs_21,mfccs_22,mfccs_23,mfccs_24,mfccs_25,mfccs_26,mfccs_27,mfccs_28,mfccs_29,mfccs_30,mfccs_31,mfccs_32,mfccs_33,mfccs_34,mfccs_35,mfccs_36,mfccs_37,mfccs_38,mfccs_39,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,mel_0,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,mel_13,mel_14,mel_15,mel_16,mel_17,mel_18,mel_19,mel_20,mel_21,mel_22,mel_23,mel_24,mel_25,mel_26,mel_27,mel_28,mel_29,mel_30,mel_31,mel_32,mel_33,mel_34,mel_35,mel_36,mel_37,mel_38,mel_39,mel_40,mel_41,mel_42,mel_43,mel_44,mel_45,mel_46,mel_47,mel_48,mel_49,mel_50,mel_51,mel_52,mel_53,mel_54,mel_55,mel_56,mel_57,mel_58,mel_59,mel_60,mel_61,mel_62,mel_63,mel_64,mel_65,mel_66,mel_67,mel_68,mel_69,mel_70,mel_71,mel_72,mel_73,mel_74,mel_75,mel_76,mel_77,mel_78,mel_79,mel_80,mel_81,mel_82,mel_83,mel_84,mel_85,mel_86,mel_87,mel_88,mel_89,mel_90,mel_91,mel_92,mel_93,mel_94,mel_95,mel_96,mel_97,mel_98,mel_99,mel_100,mel_101,mel_102,mel_103,mel_104,mel_105,mel_106,mel_107,mel_108,mel_109,mel_110,mel_111,mel_112,mel_113,mel_114,mel_115,mel_116,mel_117,mel_118,mel_119,mel_120,mel_121,mel_122,mel_123,mel_124,mel_125,mel_126,mel_127,contrast_0,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,genre
1030011.LOFI.wav,126,-36.44687092,66.96418964,22.60027696,36.70440913,12.60575352,18.77004276,2.423444197,12.34899797,1.203032639,7.154610064,-0.420605709,2.083974158,-1.508821529,5.55381132,-5.12831701,0.561346941,-4.723615728,1.656946837,-5.808604418,4.221643893,-6.536932562,-0.747426653,-3.218012826,2.843490873,-5.163266456,2.558451159,-3.030021008,0.849666944,-2.500567829,1.859716755,-1.048314849,0.569873601,-4.358669116,-0.926980787,-4.375205926,-0.312985535,-4.204003658,1.302036989,-3.557676349,0.962336277,0.863601767,0.846760288,0.796966065,0.778336788,0.746010082,0.744139827,0.752038361,0.750034336,0.776295799,0.813528492,0.828474957,0.830738212,17.87912214,640.509229,731.9373006,270.982633,287.5131002,174.975292,97.45886295,68.37398746,117.2143184,59.82553837,23.6887729,15.49548432,14.27317886,9.945646619,8.376710316,5.396398623,5.102882085,5.734566656,5.198797669,7.624600864,4.654919684,2.808176564,2.456459483,2.526124465,2.587067687,3.217079543,3.325472958,2.814626883,1.81838463,1.109024811,1.026226736,1.588925907,2.767670529,1.229401092,1.395591527,1.097060976,1.011779604,1.165308613,0.821710877,0.854974317,0.983224815,1.619465528,1.579475884,1.079043194,1.062110995,1.055271753,1.09493258,0.860043893,0.863604126,0.914008563,0.961089217,1.083765046,1.036420201,1.025868332,1.162156424,1.463861125,1.613529306,1.149549388,1.333936505,1.569157845,2.521171197,1.797166648,1.325353977,0.909836844,0.969333155,1.255180014,1.104222944,1.286024167,1.527910402,1.241754361,0.895808235,0.922330724,0.983704002,0.942520058,0.988183317,1.010533531,0.913007169,0.81722678,1.381729242,1.664712429,1.110455089,1.163448472,0.979786227,0.904117397,0.703278564,0.54215581,0.507261776,0.45021346,0.4858136,0.511278063,0.548355034,0.5225545,0.582456287,0.597124503,0.588670526,0.59346539,0.598731819,0.617183215,0.627755132,0.590451932,0.618289791,0.60326689,0.601399534,0.611170075,0.573281903,0.516299876,0.475824005,0.428924891,0.454857727,0.450532658,0.404048253,0.40932609,0.413813533,0.298282976,0.252722999,0.215472073,0.26249219,0.270725208,0.273168711,0.266316706,0.249876211,0.240525714,0.216584062,0.186795167,0.180976628,0.142607438,0.045344733,0.002974524,19.18423619,13.1534418,13.7138935,14.16612483,15.06661987,14.89858072,33.51116869,-0.005616322,0.002286244,0.007787928,-0.016868221,0.007062983,-0.001409542,electronica
1068430.LOFI.wav,170,9.759979372,68.8865713,1.507597275,14.87236123,2.063404992,11.36680882,4.142376618,10.30319475,0.261635277,8.62379041,-0.617558922,10.24960288,2.272105887,4.918912875,-1.743065837,3.486137693,-3.140882859,5.415264269,-3.132138072,1.54939878,-1.412893098,3.457301376,-3.731697541,1.282457544,-4.139917252,0.762188388,-2.642848142,1.739077694,-5.490363536,-2.140112043,-0.862865409,6.521204134,-0.784209667,-1.752097743,-6.125537696,0.068646934,-3.396388694,1.661424246,0.736676816,2.173924751,0.818474955,0.704967231,0.734313736,0.664286164,0.803787653,0.714703491,0.61944164,0.635746773,0.643815723,0.851387064,0.665004562,0.670474702,214.3266141,456.4869859,424.270901,229.1830985,95.98436079,35.66686768,101.7235128,79.58314231,31.83140874,20.60565795,14.08162185,7.837442043,16.16027055,15.34182681,7.706601072,8.019333404,27.20108916,7.881363683,4.878879105,20.00513984,10.65115506,7.942063565,14.67588364,5.184640213,10.29774172,13.80794649,11.56992639,8.815687187,6.653377802,7.165957092,5.281160565,2.392343592,6.699385481,25.95069408,9.476454221,3.174465574,3.48028197,4.187713841,6.57773623,14.09150193,11.79886926,4.892766835,3.667589929,5.476139415,7.984865328,3.954698745,2.608723421,4.733941341,35.55750857,12.06519613,4.538019208,3.141756104,2.178585532,1.953870442,2.493398746,2.852732163,1.991219402,2.373845257,4.115406948,7.254085946,2.080225661,1.662795919,2.539218682,3.093887738,3.438427109,3.41334218,2.653163449,2.12486192,1.58561693,1.346033393,1.672530808,1.528505522,1.862012129,1.827850091,3.273264255,1.855311085,1.773388957,1.007328811,1.137912807,1.278880356,1.281910244,1.221649592,1.074792536,1.09238549,1.172354185,1.55268954,1.279374738,1.416607196,1.107017674,1.516104499,1.256416655,0.922418911,1.066461934,0.960232864,0.656008981,0.666300399,0.671390352,0.703457197,0.696437897,0.631018296,0.784735352,0.710462264,0.780293486,0.70935973,0.686660706,0.676300859,0.7517105,0.69585036,0.683823272,0.666005293,0.64153369,0.71352817,0.619749524,0.597037166,0.6378106,0.62096285,0.658050983,0.515718768,0.620635645,0.637552055,0.481467554,0.522873239,0.461432141,0.412338965,0.338510213,0.269747971,0.086021946,0.008243539,19.44476597,14.07331301,15.48412131,16.75783843,15.63583907,16.09420285,31.71682028,0.017895335,0.019930632,-0.090024629,-0.056834479,-0.027044035,-7.43E-05,drum-and-bass
1084996.LOFI.wav,140,-34.35198672,62.55684836,0.206677747,9.354872422,1.262161089,10.03362362,1.299955472,7.257247568,0.865470707,6.556676674,-1.100842474,5.90848211,-0.246861512,5.54583051,0.259847477,5.859064682,-0.720132614,5.004293903,-1.789783946,3.916402245,1.025407989,5.149865103,-0.564313664,2.166694667,-1.034150813,3.904199827,-1.443692834,2.930847218,-1.226437218,1.19822766,0.27023511,6.113058253,0.814582997,0.966325152,-2.400431962,-0.353968487,-3.22749181,1.475500974,-1.768351597,2.190593044,0.805370406,0.758662398,0.73852677,0.745806167,0.79956617,0.716545968,0.665061264,0.695876244,0.73363738,0.789631481,0.728419755,0.776238499,110.5283462,974.3324495,679.9883562,190.5797839,113.5512921,64.48134461,39.27207231,32.83474273,28.91509047,18.45506845,15.92131196,9.425779696,11.51100086,7.636891104,11.44841891,9.501500344,11.83502272,7.906445917,7.273888126,7.59442104,6.769044177,4.884711924,6.06655522,6.673364893,9.925595506,10.01625203,6.54236495,4.82388878,2.160695601,3.851136313,4.352027046,10.57997554,4.448428079,6.33305929,4.289788203,4.782939277,3.00885517,5.598505429,3.969281955,5.352564464,5.529588389,3.249180812,2.513199448,4.941672176,3.336179981,4.254595505,2.516865201,2.815413599,6.238335594,3.468315845,3.884983575,3.663813785,2.091420352,2.185154746,2.680203148,2.519436605,2.75873369,2.488851823,1.726315947,3.013837157,1.706438283,1.582866425,1.413298593,2.28509496,1.622063681,1.221498305,1.223498696,0.802047272,0.852033918,1.058960713,1.119861892,0.923245717,0.973395674,0.687093873,0.935633578,0.776418966,0.65195084,0.564202196,0.514315756,0.566945997,0.58397316,0.624904991,0.578979401,0.544298486,0.549194135,0.57131024,0.41571303,0.377190685,0.645168573,0.602710531,0.756392075,0.46685589,0.405376125,0.455633428,0.584456787,0.454208245,0.373481476,0.38326197,0.418871058,0.34763072,0.424770693,0.409727258,0.326234196,0.389232059,0.636150494,0.489951059,0.398401731,0.371266762,0.306580406,0.360871681,0.456048299,0.560919021,0.42419498,0.432830688,0.424817251,0.404505941,0.511127855,0.339654762,0.411286002,0.471198082,0.343988751,0.356796969,0.289640019,0.29479851,0.229120758,0.206036185,0.080353943,0.006387491,19.98150552,13.06495888,15.36605197,16.01477516,16.55082339,16.75051228,33.13599217,0.003158755,0.010922887,-0.039378559,0.019502198,0.005520447,0.014694573,breaks
1092771.LOFI.wav,136,-34.77334493,71.18991055,11.55717017,29.2786623,3.139280493,23.07140586,1.720312457,14.10924373,3.849294379,13.25756428,3.766251536,14.05284011,3.261028936,9.656470226,3.323340962,8.735502208,2.731455936,6.036462524,-1.708066906,4.903181452,0.526779474,5.957841764,0.261458798,6.136335859,0.026536732,4.68186789,-1.225403385,2.879083733,-1.78547267,4.513235908,-0.571618759,4.893588661,1.210418596,4.622264478,-1.264389659,3.245113265,-2.107701193,1.427579549,-1.691278113,2.61873101,0.800602804,0.767153063,0.801866217,0.786851764,0.775764447,0.722261397,0.727066643,0.737356492,0.765553056,0.799307036,0.819845051,0.804079515,1087.660185,2197.572771,270.795288,60.16581538,74.56990269,22.98405651,15.18418077,15.02857317,10.25640947,13.62394588,7.990165792,7.245690146,7.894813843,5.533783642,9.325279058,11.72049005,9.023367309,10.47758736,6.260354436,5.348755652,4.470253295,8.129098452,10.87674096,7.040196367,7.358714099,5.802461088,4.003453538,2.819779723,3.536930722,5.534843431,4.238805483,3.115221333,3.658207413,4.200849173,3.772591558,2.833745208,2.471035547,2.730210229,2.550918705,2.902052574,2.892919852,3.045554267,1.985396235,2.156701583,2.95611427,2.688376628,2.550438884,2.52729426,4.670829538,2.165856245,2.267071049,2.401118176,2.711552463,2.277683003,2.108617679,1.672736405,1.516092267,1.578186341,1.470117441,1.244036517,1.677939771,1.959773671,2.142861882,1.886572133,1.246710606,1.088916505,1.102110078,0.934829558,0.887948504,0.892969894,1.073454839,1.061968418,0.883271602,0.834259579,0.756906168,0.555687344,0.541832501,0.806035549,0.953755099,0.699355597,0.567122752,0.528568326,0.575098292,0.537201788,0.531588929,0.567389846,0.495210889,0.619864224,0.628774032,0.548128547,0.537375403,0.588497179,0.52324289,0.432096804,0.474190948,0.491800177,0.490124495,0.363786878,0.31278824,0.325684579,0.341725437,0.512534371,0.797157568,0.400270768,0.302151219,0.30051765,0.3981978,0.412609593,0.336833749,0.253065573,0.250943946,0.262343214,0.23787645,0.209723959,0.199177549,0.15859033,0.150828811,0.145598753,0.119993319,0.111277399,0.086899964,0.089625172,0.086155324,0.081468615,0.08030637,0.046186031,0.01793849,0.001281017,22.48100414,13.03231872,15.87963877,14.96717295,14.61228037,14.5955437,34.56111017,-0.002414425,0.020292923,0.000985431,-0.019608714,-0.00097853,0.001424999,dubstep
1114156.LOFI.wav,86,-140.2036617,155.5253881,0.01832809,20.03572487,12.26163832,8.381580809,0.128174358,8.023037543,2.409211933,3.215879083,1.191401223,2.295270143,0.547364361,6.296476815,2.509529898,6.339653183,2.493175006,6.699022568,1.213438957,-0.651647347,-5.974905197,-1.261229297,-2.398307166,2.042594361,-1.560223089,0.734843774,-4.219026496,-2.66416126,-2.363867147,3.762598261,-3.709336314,-2.224770868,-1.476629159,1.364602003,-0.36383381,2.883470757,-0.449215977,2.523265917,-4.338898812,-6.04697967,0.473872855,0.411397101,0.661667212,0.472363121,0.400298256,0.502226177,0.460635939,0.740200947,0.493454848,0.616768585,0.678409785,0.449986329,64.17067121,376.4753654,155.5778382,147.5670868,110.7954206,35.08816913,30.24112419,19.02961763,17.67364341,6.878589431,12.00948429,11.60854843,10.69110547,11.27425434,43.68110314,15.30837111,19.72872274,34.81703294,6.351270573,10.38372668,5.146147143,10.06678276,27.71225677,9.555087639,2.635938727,1.186668811,7.665102486,2.960416201,1.13959786,27.86546182,22.23115749,1.050075544,1.865028907,13.00122421,4.140874738,6.724078877,2.371544901,0.517939932,0.25701598,2.983321029,3.151156885,0.581704437,0.304793896,1.848321787,6.44257057,1.122687845,2.548892018,0.596016671,0.899335738,0.421697096,1.537066231,1.211294342,0.244552299,0.179008293,1.384314289,4.696531874,0.446566152,0.218698518,0.195180151,1.44762576,0.471340824,1.010889296,0.667799894,0.295663195,0.177035593,0.330155921,0.433849858,0.140227692,0.163477034,0.17756903,1.247425823,0.314595718,0.216047742,0.12699938,0.213310961,0.240687291,0.147481546,0.176950371,0.10501074,0.15279277,0.12144142,0.226013574,0.121750529,0.065776658,0.056250705,0.060174865,0.080631452,0.062480704,0.093818757,0.055870823,0.057083127,0.043849424,0.045612683,0.049779648,0.051509094,0.067735239,0.042810311,0.035577986,0.028826955,0.03631131,0.035145383,0.039361497,0.029151683,0.027322728,0.025835426,0.023918175,0.026108358,0.029117231,0.026239375,0.025816835,0.022544867,0.021030264,0.018238087,0.022984232,0.016971727,0.016088668,0.017479331,0.014902264,0.013861879,0.010653453,0.01590032,0.010260553,0.012595817,0.011450261,0.012786046,0.006976791,0.002353043,0.000193589,21.13038721,15.554856,20.10268069,20.77691347,22.19387111,21.41844874,34.82162012,0.004325692,0.033835953,0.093265334,-0.058359736,0.025790943,-0.013181513,electronica
1118326.LOFI.wav,171.419,-26.03190257,61.77356757,-1.033797998,22.97521275,6.636350971,13.80039128,0.290089781,12.40047457,-0.838935,7.533675723,-2.346144828,6.08349445,-1.6617929,3.820016549,-3.566450801,2.933521483,-1.471870865,4.233238658,-0.190978027,2.412489439,-2.046106632,1.339374264,0.433949163,4.376818384,-0.707112501,2.284350694,-2.417185852,-1.815736211,-2.005296414,3.241592468,-2.458785946,0.266443452,-6.130745136,1.034972461,-1.998620025,1.145941512,-2.856420279,0.544563299,-3.140597085,0.872406142,0.679051688,0.722205202,0.790104013,0.706668725,0.672122315,0.612040678,0.714169578,0.662625438,0.651000731,0.751013915,0.668450148,0.707167728,67.35347993,499.9773458,358.0375646,141.9451688,95.18559409,68.80743178,48.02347968,46.28715304,31.37200499,23.97102112,31.5544342,26.20641785,16.19391175,13.01992606,12.25504322,7.485224073,9.277675584,5.045103297,5.977403625,5.010342348,4.647672394,6.62838918,8.17682157,3.88979899,4.341792876,5.473934943,3.232293226,5.055548327,8.81755952,4.804856365,3.117368263,2.408788419,3.659480428,10.45788354,7.75669578,2.769256783,1.96141258,3.426857172,3.581894447,2.24365726,1.576166255,2.676518795,4.661558465,4.269162183,5.342180898,2.70644809,2.28486539,1.911539901,3.306656329,2.796572591,1.552524461,1.68922622,3.927637829,4.545606652,3.190805153,2.601469543,1.698130982,2.249981307,2.743181396,6.963063738,3.723741116,2.683396479,2.307980414,2.402472446,2.812237943,2.45594953,1.666513277,2.044134162,3.217775872,1.948241066,1.985454214,1.70055281,1.327223623,1.170243387,2.016705828,1.924169615,1.225599075,0.943122241,1.397864924,1.659454454,1.520513841,1.084568241,0.937413771,0.857237144,0.772418675,0.905656708,0.703839549,0.534880691,0.54554023,0.596675042,0.689818841,0.73893185,0.555942128,0.420777956,0.485588341,0.325898979,0.341985122,0.430464315,0.582363308,0.601553938,0.406793639,0.408562889,0.382462986,0.348750686,0.35296315,0.376181403,0.293225495,0.32987237,0.287295416,0.354368011,0.346767925,0.309135712,0.281053689,0.226826657,0.266852503,0.393660632,0.253275176,0.208734531,0.280062077,0.188661603,0.159152145,0.105034862,0.10347574,0.108350794,0.108665244,0.080517004,0.034294062,0.002702991,19.68594671,13.22247001,14.91621447,16.04566422,16.58994013,17.35617027,33.93210089,-0.012792137,-0.007821315,-0.008207803,-0.02220317,-0.00503895,-0.008874759,hard-dance
1120171.LOFI.wav,174,-61.17243614,72.57293839,11.08565586,19.66718732,-1.247241878,6.519438116,1.534140691,7.217673784,0.202581643,6.844797166,-1.79084143,7.35961974,0.846578384,2.026745213,-2.856651603,4.019823506,-3.041598171,1.196622472,-4.576901415,1.665718142,-2.047346568,2.617063352,-4.19042514,0.249519959,-3.738312556,3.175905485,1.338596184,6.546937836,-0.452797975,1.354972857,-4.866322653,1.159292582,-3.903841516,0.415107252,-3.415197643,1.537384041,-2.176772503,1.52654143,0.765627247,2.796252064,0.889349623,0.699011488,0.685880765,0.702218969,0.656447793,0.684563417,0.643721732,0.697509484,0.638646002,0.657217818,0.736808994,0.743429207,190.7946498,479.679331,218.9868124,104.5871176,55.10256636,25.35351871,47.72631271,53.62310106,13.64244288,17.69373248,10.71820883,5.802399879,4.073382417,4.792372452,5.29913866,4.341330576,3.270902363,8.923538673,11.92875536,14.39283621,11.64395112,3.023751461,3.559494777,3.616442368,2.882246912,3.204991474,7.778237255,6.641468023,3.043765791,4.978773829,4.934910801,1.773962465,1.619778656,1.351769575,1.52084109,3.988369485,2.571192435,1.212895124,1.260759158,3.681726846,3.541194752,0.815801354,0.700917117,0.791058771,1.115921384,1.131651452,1.205211934,2.080649781,1.824012438,1.128898947,0.908454219,0.753883199,0.60306402,0.506026097,0.633193276,0.679487572,0.374700919,0.510894743,0.591324466,0.898218928,1.014651516,0.958785406,0.740068118,0.483588423,0.420575302,0.70747877,0.952430775,0.644311309,0.502796915,0.535792838,0.684958245,0.549305344,0.530469467,0.537987019,0.434267503,0.405274745,0.449195501,0.315678389,0.335345521,0.558301077,0.425020848,0.37361232,0.423451697,0.375074237,0.361876877,0.424780232,0.423849063,0.521581579,0.446295561,0.385608452,0.414644347,0.448196172,0.33466947,0.390328744,0.268456846,0.234063975,0.238826184,0.295580283,0.289072877,0.284701551,0.22732951,0.24718641,0.253192795,0.2171726,0.212041492,0.232486561,0.277046174,0.223023697,0.242452673,0.215256921,0.193256277,0.179785635,0.211090436,0.202436439,0.210718046,0.187807756,0.230134691,0.227646681,0.201592476,0.139271117,0.162925498,0.168298401,0.209644538,0.219929277,0.20039723,0.096615323,0.038276601,0.003150101,19.19548297,13.71380882,16.57896433,16.58400656,16.33381188,16.46740596,31.86681038,0.000939265,0.024320789,-0.038910766,0.048515451,-0.00808364,0.0035671,drum-and-bass
1171800.LOFI.wav,140,-41.39469629,49.63820852,17.28713755,25.36985606,5.167243838,23.7964755,8.335601028,16.71794217,6.299857252,14.98258579,3.264237843,7.318991738,2.112176808,6.739863317,-2.082019131,2.399706788,-1.433190456,4.042039333,-3.518842778,2.886652552,-1.79127694,1.904400755,-5.443929923,2.573934176,-3.425876315,2.300532097,-0.838849185,2.494964196,-2.574593046,3.321506116,-3.355730339,2.740390498,-2.435935494,-0.434113021,-2.491771335,2.616031287,-2.634322489,1.550722226,-2.330398662,3.442020434,0.776435331,0.745950377,0.780198886,0.771363233,0.731787151,0.78450664,0.788158917,0.767912318,0.761279331,0.795951175,0.78381504,0.803120505,274.5824195,920.573468,646.6818851,349.991846,169.387368,115.3201715,120.1387835,45.56099077,27.35823052,27.15913716,8.682533065,5.554230424,5.420318295,9.795968034,9.098733897,2.724864918,3.143940259,5.433001828,5.697810416,5.468376339,3.9612286,3.996843508,3.239764204,2.765623043,2.874382426,3.314513407,9.004636825,11.67086265,7.015648928,4.618880053,3.296613012,4.892377053,12.34790405,9.347485885,6.989096277,4.625345551,2.162955407,4.405409706,4.794347536,3.825247995,2.140942366,2.057847038,3.092019234,4.074322428,3.202752766,1.828436949,1.89437219,1.851816149,1.520896025,2.211174986,2.851119166,1.917838764,1.350945822,1.305897673,2.631786284,1.917653334,0.894397043,1.612332757,1.333392685,1.699803143,1.573698218,1.146148156,0.823302688,1.583640511,1.583811969,1.086567933,0.734927854,0.706185572,0.559676206,0.496132627,0.549488192,0.579683745,0.598659232,1.272572995,0.969987234,0.823653062,0.859717783,0.845423885,1.183279214,1.417790989,1.129805949,0.937894557,0.667397873,0.778514673,0.731683084,0.687619717,1.142366529,1.123748104,1.06921099,1.213778333,1.072018078,0.771710799,0.910255604,0.845500451,0.648299194,0.62331234,1.048211605,1.212176651,1.314675084,0.883004966,0.682171828,0.886753944,1.142678556,0.909970477,0.809316989,0.929752529,1.318256721,0.79227828,0.736690902,0.774224301,0.871520054,0.831140612,0.700427565,0.58891177,0.709616718,0.548987321,0.468547466,0.493169369,0.373760707,0.410217977,0.337307204,0.47867,0.429634345,0.397022369,0.423300551,0.267006066,0.063427368,0.005020229,17.12365587,12.70451125,14.06246696,15.20899543,15.78395015,17.49135524,34.35873843,0.006296363,0.006148336,-0.022340776,-0.037694714,-0.002990632,0.009789602,dubstep
1174239.LOFI.wav,172,32.98202016,47.61043211,4.9097912,11.10956067,-3.52131009,6.589141491,-4.119606491,6.439608387,-1.652383467,6.70105126,-4.477054358,1.163935186,-4.961154841,1.145056356,-3.650253389,1.468953834,-5.253074869,0.5344872,-4.93980639,0.565255641,-4.517144467,-1.050204701,-4.209774372,1.320138252,-3.454633387,2.644083479,-2.032989036,2.284025254,-1.790580742,3.343249818,-3.996512614,-1.513014793,-4.906760291,0.323781205,-2.054135764,0.376761793,-3.951654013,0.015454121,-4.889979681,0.944220024,0.756269255,0.749636789,0.773251569,0.743632136,0.674059157,0.658546347,0.761134547,0.728486225,0.719244601,0.769495672,0.767440403,0.859308038,31.66192714,456.0662986,656.4059508,392.1411713,342.224867,207.89874,155.3349226,90.27043524,65.78215461,58.99297982,27.5069355,42.93169282,18.03549928,13.52121799,13.23518752,12.70125927,19.57000539,12.89797907,35.13230042,18.4569014,13.92628619,20.61103121,18.27706555,10.84064302,8.802899114,11.44130481,10.28106503,14.58978875,20.86974799,12.93061881,13.1301992,11.07284935,11.7660448,14.38723393,9.910995763,9.767939289,8.71624333,18.9716169,8.078578381,5.292743992,5.067264351,4.017021208,4.77024814,5.669933015,7.174032097,4.401469304,3.698849086,2.857197472,3.726273066,2.806838043,3.109095658,4.513565062,6.170911802,6.001577717,4.861646659,3.362305386,2.609052138,3.661729768,4.28523056,5.550343994,3.593992306,2.909770213,2.750126189,3.959134644,2.994969742,2.448214807,1.97420018,2.357628704,3.332752642,2.529672588,2.510251966,1.999703791,2.120789108,1.690364593,2.280433266,2.150649387,1.649832346,1.559420486,2.347117987,2.497556644,1.712853116,1.650532643,1.662872526,1.51612631,1.689250393,2.183198381,1.496438877,1.489674377,1.719785433,2.07624138,2.374925224,1.675798326,1.270337125,1.336597572,1.537439018,1.214298939,1.184716082,1.211015997,1.475554051,1.233644105,1.309809853,1.282279983,1.053475589,1.304929792,1.961508971,1.662924933,1.29694661,1.21045127,1.005045064,1.163770964,1.352410554,1.465888701,1.388362891,1.180611857,1.025942717,1.254154718,1.230151185,1.099149834,0.992534351,0.761281613,0.866369065,0.909624206,0.731426282,0.753210029,0.601070931,0.587287934,0.183190516,0.01498097,17.49358552,13.07695837,14.77427508,14.74424866,15.21474887,15.46884471,32.17529803,0.008728304,-0.00930178,0.06360078,-0.003962482,-0.012935187,-0.000729152,hardcore-hard-techno
1177875.LOFI.wav,148,38.2751744,59.51902149,-14.56344331,16.27957042,1.009234799,9.803371296,-0.713073907,8.057365853,-2.282486575,6.663410233,-1.791951975,5.176113531,-3.867959281,1.824945521,-4.542797234,1.833406992,-2.359780291,4.662788504,0.691358624,7.145967962,0.907770018,1.781141887,-4.83140361,-0.128922772,-3.547576482,3.614921208,-1.533607753,0.943132221,-5.50232834,1.671974429,0.045791699,2.872117755,-5.747392854,-1.264192918,-3.034050231,2.759292152,-1.192004067,3.633072127,1.675399902,4.809188353,0.718767855,0.594753576,0.640892885,0.567801413,0.677442259,0.789895918,0.606205358,0.627759298,0.56677714,0.668587435,0.572809504,0.598482406,213.1803977,347.617502,204.3353253,112.7605871,93.13879384,66.91728851,45.53126194,24.99435438,31.26426497,24.84354031,23.78620481,21.03912137,35.46888591,78.33410374,24.26320963,17.5458717,19.17989892,22.34050693,8.459715075,14.87121623,27.72079977,8.312647125,18.01486891,14.56325371,9.02963152,21.51667576,43.6592726,71.86220763,20.13871505,13.7579382,35.81490712,28.34223747,15.1163617,12.82661001,23.65545049,13.02924308,7.848465573,6.753837211,8.220922672,11.43483525,33.98115515,33.54407909,8.924300725,6.719089137,12.22817861,18.88139815,7.371840449,4.803795403,7.620032037,14.12639769,11.0950083,23.36683812,17.32604509,7.095078285,5.327022242,9.884086431,12.43947445,7.064260548,5.098054629,10.19664069,17.64270871,7.325055857,4.293255739,4.46865987,7.233367214,6.283158859,11.69963736,12.51132473,5.797122074,4.890465279,6.150355924,8.014486599,7.225877117,5.415098353,3.506426095,5.845689494,4.859954915,6.868016618,6.108787149,3.836776474,3.685291178,4.786630082,5.351815724,2.526571804,1.777601424,2.807201289,4.774308608,2.557747833,1.749263206,2.343450521,2.635426679,1.998818971,2.383510016,2.433546658,1.503841888,1.570162036,1.572722835,1.592302814,1.70614156,1.172347715,1.121414773,1.704919322,1.1494734,1.072315963,1.097252904,1.094676747,1.098862725,0.914853626,1.110780001,0.773191457,0.884890764,0.822487089,1.097872115,0.807155226,0.767189846,0.753082422,0.770573122,0.635044601,0.591137391,0.631032768,0.501992351,0.473702104,0.421185764,0.470354564,0.435787773,0.29995374,0.086151438,0.007666108,16.94559313,13.47316538,16.96488563,16.93151005,16.97891535,17.15370986,32.49365152,0.00271288,0.023615528,-0.065752244,0.001723697,-0.003532204,-0.000852908,hard-dance
